node_id	gene_symbol
1678	ENDOG
1679	ENO1
1680	ENO2
1681	ENOPH1
1682	ENPP1
1683	ENPP4
1684	ENPP5
1685	ENTPD2
1686	ENTPD5
1687	ENY2
1688	EP300
1689	EP400
1690	EPAS1
1691	EPB41
1692	EPB41L1
1693	EPB41L4B
1694	EPB42
1695	EPC1
1696	EPCAM
1697	EPHA1
1698	EPHA2
1699	EPHB1
1700	EPHB2
1701	EPHX1
1702	EPHX3
1703	EPN3
1704	EPRS
1705	EPS15L1
1706	EPS8
1707	EPS8L1
1708	EPS8L2
1709	ERAP1
1710	ERBB2
1711	ERBB3
1712	ERBIN
1713	ERC2-IT1
1714	ERCC1
1715	ERCC2
1716	ERCC3
1717	ERCC4
1718	ERCC5
1719	ERCC6
1720	ERCC6L
1721	ERCC6L2
1722	ERCC8
1723	EREG
1724	ERGIC2
1725	ERGIC3
1726	ERH
1727	ERI2
1728	ERLIN1
1729	ERMP1
1730	ERN1
1731	ERN2
1732	ERO1A
1733	ERO1B
1734	ERP44
1735	ERRFI1
1736	ESCO2
1737	ESPL1
1738	ESPN
1739	ESR1
1740	ESR2
1741	ESRP1
1742	ESRP2
1743	ESRRA
1744	ESRRB
1745	ETFBKMT
1746	ETHE1
1747	EVC2
1748	EVPL
1749	EWSR1
1750	EXO1
1751	EXOC3-AS1
1752	EXOC5
1753	EXOG
1754	EXOSC1
1755	EXOSC10
1756	EXOSC2
1757	EXOSC4
1758	EXOSC5
1759	EXOSC8
1760	EXOSC9
1761	EXPH5
1762	EXT1
1763	EXT2
1764	EYA3
1765	EYA4
1766	EZH1
1767	EZH2
1768	F11R
1769	F13B
1770	F2R
1771	F2RL1
1772	F2RL2
1773	F2RL3
1774	F3
1775	FA2H
1776	FAAH
1777	FAAP100
1778	FAAP24
1779	FABP3
1780	FABP4
1781	FADD
1782	FADS2
1783	FAF1
1784	FAHD2A
1785	FAHD2B
1786	FAIM
1787	FAM107B
1788	FAM111A
1789	FAM111B
1790	FAM114A1
1791	FAM160A2
1792	FAM167A
1793	FAM173A
1794	FAM178B
1795	FAM193A
1796	FAM193B
1797	FAM19A1
1798	FAM20C
1799	FAM215A
1800	FAM30A
1801	FAM3A
1802	FAM3C
1803	FAM41C
1804	FAM46A
1805	FAM50A
1806	FAM58A
1807	FAM71A
1808	FAM71E1
1809	FAM72B
1810	FAM76B
1811	FAM78B
1812	FAM83B
1813	FAM83D
1814	FAM83F
1815	FAM83H
1816	FAM84B
1817	FAM89B
1818	FAM8A1
1819	FAM91A1
1820	FAM9B
1821	FAN1
1822	FANCA
1823	FANCC
1824	FANCD2
1825	FANCE
1826	FANCF
1827	FANCG
1828	FANCI
1829	FANCL
1830	FANCM
1831	FAP
1832	FAR2
1833	FARS2
1834	FARSA
1835	FAS
1836	FASLG
1837	FASN
1838	FASTK
1839	FASTKD2
1840	FASTKD3
1841	FASTKD5
1842	FAT1
1843	FAT3
1844	FAU
1845	FBL
1846	FBN1
1847	FBRS
1848	FBXL14
1849	FBXL18
1850	FBXL19
1851	FBXL2
1852	FBXL20
1853	FBXL6
1854	FBXL7
1855	FBXO17
1856	FBXO18
1857	FBXO28
1858	FBXO3
1859	FBXO31
1860	FBXO34
1861	FBXO36
1862	FBXO40
1863	FBXO44
1864	FBXO46
1865	FBXO5
1866	FBXO6
1867	FBXO9
1868	FBXW10
1869	FBXW11
1870	FBXW5
1871	FBXW7
1872	FBXW8
1873	FCAR
1874	FCER2
1875	FCGBP
1876	FCGR1A
1877	FCGR3A
1878	FCGR3B
1879	FCHO1
1880	FCHO2
1881	FCMR
1882	FCN3
1883	FCRL3
1884	FCRL4
1885	FDCSP
1886	FDX1
1887	FDX2
1888	FDXACB1
1889	FEM1B
1890	FEN1
1891	FER
1892	FERMT1
1893	FERMT2
1894	FETUB
1895	FEZ2
1896	FEZF2
1897	FGD1
1898	FGD2
1899	FGD6
1900	FGF2
1901	FGF5
1902	FGF8
1903	FGFBP1
1904	FGFR1
1905	FGFR2
1906	FGFR3
1907	FGG
1908	FGL2
1909	FGR
1910	FH
1911	FHL2
1912	FHL5
1913	FIGN
1914	FIP1L1
1915	FIS1
1916	FIZ1
1917	FKBP11
1918	FKBP14
1919	FKBP3
1920	FKBP5
1921	FKBP8
1922	FKBPL
1923	FLAD1
1924	FLCN
1925	FLI1
1926	FLII
1927	FLNB
1928	FLOT2
1929	FLRT2
1930	FLT1
1931	FLT3
1932	FLT3LG
1933	FLVCR1
1934	FLVCR2
1935	FLYWCH1
1936	FMN1
1937	FMNL1
1938	FMO2
1939	FMR1NB
1940	FN1
1941	FNDC3B
1942	FNDC9
1943	FNTA
1944	FOPNL
1945	FOS
1946	FOSB
1947	FOSL1
1948	FOSL2
1949	FOXA1
1950	FOXA2
1951	FOXF1
1952	FOXJ3
1953	FOXL1
1954	FOXM1
1955	FOXN4
1956	FOXO1
1957	FOXO3
1958	FOXO4
1959	FOXR1
1960	FOXRED1
1961	FOXRED2
1962	FPGS
1963	FRAT2
1964	FREM1
1965	FREM2
1966	FRK
1967	FRMD6
1968	FRMPD1
1969	FSCN2
1970	FSD1
1971	FSIP1
1972	FSTL1
1973	FSTL3
1974	FTO
1975	FUBP1
1976	FURIN
1977	FUS
1978	FUT1
1979	FUT3
1980	FUT9
1981	FUZ
1982	FXR1
1983	FXR2
1984	FXYD3
1985	FZD2
1986	FZD3
1987	FZD6
1988	FZD8
1989	FZR1
1990	G3BP1
1991	G3BP2
1992	G6PC2
1993	G6PC3
1994	GABARAPL2
1995	GABPA
1996	GABPB1
1997	GABPB1-IT1
1998	GABRA6
1999	GAD2
2000	GADD45A
2001	GADD45B
2002	GADD45G
2003	GADD45GIP1
2004	GAGE12I
2005	GAGE2C
2006	GALC
2007	GALE
2008	GALM
2009	GALNT14
2010	GALNT15
2011	GALP
2012	GAPDH
2013	GAPVD1
2014	GARNL3
2015	GART
2016	GAS2
2017	GAS2L1
2018	GAS2L2
2019	GATA3
2020	GATA6
2021	GATAD1
2022	GATAD2A
2023	GATAD2B
2024	GATC
2025	GBF1
2026	GBGT1
2027	GBP1
2028	GBP3
2029	GBP4
2030	GC
2031	GCAT
2032	GCC1
2033	GCDH
2034	GCLM
2035	GCM1
2036	GCM2
2037	GDAP1
2038	GDE1
2039	GDF1
2040	GDF10
2041	GDF15
2042	GDF7
2043	GDI1
2044	GDI2
2045	GDNF
2046	GDPD4
2047	GEMIN4
2048	GEMIN5
2049	GEMIN6
2050	GEMIN7
2051	GEN1
2052	GFER
2053	GFM2
2054	GFPT1
2055	GFPT2
2056	GGA1
2057	GGA2
2058	GGA3
2059	GGCX
2060	GH1
2061	GH2
2062	GHRHR
2063	GID8
2064	GIF
2065	GIGYF2
2066	GIMAP1
2067	GIMAP2
2068	GIN1
2069	GINS1
2070	GINS2
2071	GINS3
2072	GINS4
2073	GIPC1
2074	GIT1
2075	GJA8
2076	GJA9
2077	GJB2
2078	GJB3
2079	GJC3
2080	GK3P
2081	GLA
2082	GLB1
2083	GLE1
2084	GLI1
2085	GLI2
2086	GLI3
2087	GLIPR1
2088	GLMN
2089	GLOD4
2090	GLP1R
2091	GLRX3
2092	GLRX5
2093	GLS2
2094	GLT8D1
2095	GLT8D2
2096	GLUD1
2097	GLUD2
2098	GLYATL3
2099	GMIP
2100	GML
2101	GMNN
2102	GMPPB
2103	GMPR
2104	GMPR2
2105	GNA11
2106	GNA12
2107	GNA13
2108	GNA14
2109	GNAI2
2110	GNAI3
2111	GNAT1
2112	GNB1
2113	GNB1L
2114	GNB2
2115	GNB4
2116	GNG11
2117	GNG12
2118	GNG3
2119	GNG8
2120	GNGT1
2121	GNL1
2122	GNL2
2123	GNL3L
2124	GNPAT
2125	GNPDA1
2126	GNPDA2
2127	GNS
2128	GOLGA5
2129	GOLGA7
2130	GOLGB1
2131	GOLT1A
2132	GON4L
2133	GON7
2134	GORASP1
2135	GOSR1
2136	GOT2
2137	GP9
2138	GPAT3
2139	GPATCH1
2140	GPATCH2
2141	GPBP1L1
2142	GPC5
2143	GPD1
2144	GPHN
2145	GPKOW
2146	GPLD1
2147	GPN1
2148	GPN3
2149	GPR119
2150	GPR132
2151	GPR157
2152	GPR18
2153	GPR182
2154	GPR183
2155	GPR3
2156	GPR32
2157	GPR33
2158	GPR37L1
2159	GPR39
2160	GPR53P
2161	GPR65
2162	GPR68
2163	GPR89A
2164	GPR89B
2165	GPRC5A
2166	GPRC5B
2167	GPRC5C
2168	GPRIN2
2169	GPS1
2170	GPS2
2171	GPSM2
2172	GPSM3
2173	GPX2
2174	GPX4
2175	GPX5
2176	GPX8
2177	GRAMD2B
2178	GRAP2
2179	GRB7
2180	GRHL1
2181	GRHL2
2182	GRHL3
2183	GRIA3
2184	GRIK1
2185	GRIN1
2186	GRIP2
2187	GRIPAP1
2188	GRK2
2189	GRK6
2190	GRM4
2191	GRM8
2192	GRTP1
2193	GRWD1
2194	GSC
2195	GSDMC
2196	GSG2
2197	GSK3B
2198	GSKIP
2199	GSN
2200	GSPT1
2201	GSTA3
2202	GSTK1
2203	GSTM2
2204	GSTO2
2205	GTF2A1L
2206	GTF2A2
2207	GTF2B
2208	GTF2E2
2209	GTF2F1
2210	GTF2H1
2211	GTF2H3
2212	GTF2H4
2213	GTF2H5
2214	GTF2I
2215	GTF3A
2216	GTF3C1
2217	GTF3C3
2218	GTF3C4
2219	GTF3C5
2220	GTPBP1
2221	GTPBP2
2222	GTPBP3
2223	GTPBP4
2224	GTSE1
2225	GUCA1A
2226	GUCA2B
2227	GULP1
2228	GYPB
2229	GYPE
2230	GZMA
2231	GZMB
2232	GZMH
2233	GZMM
2234	H1FNT
2235	H1FX
2236	H2AFV
2237	H2AFX
2238	H2AFZ
2239	H3F3B
2240	H3F3C
2241	HACD1
2242	HACD3
2243	HACE1
2244	HACL1
2245	HADH
2246	HAGH
2247	HAL
2248	HAMP
2249	HAO2
2250	HAT1
2251	HAUS1
2252	HAUS2
2253	HAUS4
2254	HAUS5
2255	HAUS6
2256	HAUS7
2257	HAUS8
2258	HBP1
2259	HBS1L
2260	HCAR1
2261	HCCS
2262	HCFC1
2263	HCG27
2264	HCG9
2265	HCK
2266	HCLS1
2267	HCN1
2268	HCN3
2269	HDAC1
2270	HDAC10
2271	HDAC11
2272	HDAC2
2273	HDAC3
2274	HDAC4
2275	HDAC7
2276	HDAC9
2277	HDDC3
2278	HDGFL2
2279	HDHD2
2280	HDHD5
2281	HDLBP
2282	HDX
2283	HEATR1
2284	HEBP1
2285	HEBP2
2286	HECTD1
2287	HECTD3
2288	HEG1
2289	HELLS
2290	HEMK1
2291	HERC1
2292	HERC5
2293	HERC6
2294	HEXB
2295	HEXDC
2296	HFE
2297	HGF
2298	HGS
2299	HHATL
2300	HHLA2
2301	HIBCH
2302	HIF1A
2303	HIF3A
2304	HIGD2A
2305	HIKESHI
2306	HINFP
2307	HINT1
2308	HIP1R
2309	HIPK1
2310	HIPK2
2311	HIPK4
2312	HIRIP3
2313	HIST1H1C
2314	HIST1H2AA
2315	HIST1H2AE
2316	HIST1H2AJ
2317	HIST1H2AK
2318	HIST1H2AM
2319	HIST1H2BD
2320	HIST1H2BE
2321	HIST1H2BF
2322	HIST1H2BG
2323	HIST1H2BH
2324	HIST1H2BI
2325	HIST1H2BO
2326	HIST1H3B
2327	HIST1H3C
2328	HIST1H3D
2329	HIST1H3E
2330	HIST1H3F
2331	HIST1H3H
2332	HIST1H3I
2333	HIST1H3J
2334	HIST1H4A
2335	HIST1H4B
2336	HIST1H4D
2337	HIST1H4E
2338	HIST1H4F
2339	HIST1H4G
2340	HIST1H4H
2341	HIST1H4I
2342	HIST1H4L
2343	HJURP
2344	HK1
2345	HK2
2346	HLA-B
2347	HLA-C
2348	HLA-DOA
2349	HLA-DOB
2350	HLA-DQB1
2351	HLA-DRA
2352	HLA-DRB5
2353	HLA-E
2354	HLA-F
2355	HLA-G
2356	HLCS
2357	HM13
2358	HMBOX1
2359	HMBS
2360	HMCN1
2361	HMGA2
2362	HMGB1
2363	HMGB2
2364	HMGN1
2365	HMGN1P2
2366	HMGN2
2367	HMGN2P11
2368	HMGN4
2369	HMMR
2370	HMOX1
2371	HNF4A
2372	HNF4G
2373	HNRNPA0
2374	HNRNPA1
2375	HNRNPA2B1
2376	HNRNPA3
2377	HNRNPAB
2378	HNRNPC
2379	HNRNPCL1
2380	HNRNPD
2381	HNRNPDL
2382	HNRNPF
2383	HNRNPH1
2384	HNRNPH3
2385	HNRNPM
2386	HNRNPR
2387	HNRNPU
2388	HNRNPUL1
2389	HOMER1
2390	HOOK2
2391	HOXA1
2392	HOXA10
2393	HOXA9
2394	HOXB1
2395	HOXB4
2396	HOXB5
2397	HOXB7
2398	HOXB8
2399	HOXC10
2400	HOXC11
2401	HOXC6
2402	HOXC8
2403	HOXC9
2404	HOXD1
2405	HOXD10
2406	HOXD12
2407	HPD
2408	HPF1
2409	HPS1
2410	HPS5
2411	HRAS
2412	HRG
2413	HRH3
2414	HRH4
2415	HRK
2416	HS3ST3A1
2417	HS3ST5
2418	HSCB
2419	HSD17B11
2420	HSD3B2
2421	HSD3B7
2422	HSDL2
2423	HSF1
2424	HSF2
2425	HSFX1
2426	HSH2D
2427	HSP90AA1
2428	HSP90AB1
2429	HSPA13
2430	HSPA14
2431	HSPA4
2432	HSPA8
2433	HSPA9
2434	HSPB2
2435	HSPB3
2436	HSPBP1
2437	HSPD1
2438	HSPE1
2439	HTATIP2
2440	HTN1
2441	HTR1E
2442	HTR5A
2443	HTR7P1
2444	HTRA1
2445	HTRA2
2446	HTT
2447	HUS1
2448	HUS1B
2449	HUWE1
2450	HVCN1
2451	IAPP
2452	IARS
2453	IARS2
2454	IBSP
2455	IBTK
2456	ICAM1
2457	ICE2
2458	ICK
2459	ICMT
2460	ICOS
2461	ID1
2462	ID2B
2463	ID3
2464	IDH3G
2465	IDI1
2466	IER3IP1
2467	IFFO1
2468	IFI16
2469	IFI27
2470	IFI27L2
2471	IFI35
2472	IFI6
2473	IFIT1
2474	IFIT2
2475	IFNA6
2476	IFNG
2477	IFNGR1
2478	IFRD1
2479	IFRD2
2480	IFT80
2481	IGBP1
2482	IGF1
2483	IGF1R
2484	IGF2
2485	IGFBP3
2486	IGFBP6
2487	IGFBP7
2488	IGHD3-16
2489	IGHMBP2
2490	IGLL1
2491	IGSF9
2492	IK
2493	IKBIP
2494	IKBKB
2495	IKBKE
2496	IKBKG
2497	IKZF1
2498	IKZF2
2499	IKZF5
2500	IL10
2501	IL10RA
2502	IL10RB
2503	IL12B
2504	IL13RA1
2505	IL16
2506	IL17A
2507	IL17RB
2508	IL17RC
2509	IL18
2510	IL18BP
2511	IL1A
2512	IL1B
2513	IL1R1
2514	IL1RAP
2515	IL1RL2
2516	IL1RN
2517	IL2
2518	IL20RA
2519	IL20RB
2520	IL22RA2
2521	IL24
2522	IL26
2523	IL27RA
2524	IL2RA
2525	IL2RB
2526	IL2RG
2527	IL3
2528	IL3RA
2529	IL4
2530	IL5RA
2531	IL6
2532	IL6ST
2533	IL7
2534	ILDR2
2535	ILF2
2536	ILF3
2537	ILK
2538	ILKAP
2539	IMP3
2540	IMPA1
2541	IMPAD1
2542	IMPDH2
2543	IMPG1
2544	INAVA
2545	INCENP
2546	ING1
2547	ING3
2548	ING5
2549	INHA
2550	INHBA
2551	INIP
2552	INO80D
2553	INO80E
2554	INS
2555	INSIG1
2556	INTS1
2557	INTS10
2558	INTS12
2559	INTS14
2560	INTS2
2561	INTS3
2562	INTS5
2563	INTS6L
2564	INTU
2565	IPMK
2566	IPO4
2567	IPO5
2568	IPO9
2569	IPW
2570	IQCB1
2571	IQCC
2572	IQCE
2573	IQCF1
2574	IQCH
2575	IRAK1
2576	IRAK3
2577	IRAK4
2578	IREB2
2579	IRF2
2580	IRF2BP1
2581	IRF3
2582	IRF4
2583	IRF6
2584	IRF7
2585	IRF8
2586	IRF9
2587	IRX3
2588	IRX5
2589	ISCA1
2590	ISG15
2591	ISG20L2
2592	ITCH
2593	ITFG1
2594	ITFG2
2595	ITGA10
2596	ITGA2
2597	ITGA3
2598	ITGA5
2599	ITGAL
2600	ITGAV
2601	ITGAX
2602	ITGB1
2603	ITGB3
2604	ITGB3BP
2605	ITGB4
2606	ITGB5
2607	ITGB6
2608	ITGBL1
2609	ITM2A
2610	ITM2C
2611	ITPA
2612	ITPKC
2613	ITSN1
2614	IYD
2615	IZUMO2
2616	JADE2
2617	JADE3
2618	JAGN1
2619	JAK1
2620	JAK2
2621	JAM2
2622	JAZF1
2623	JCHAIN
2624	JPH3
2625	JTB
2626	JUN
2627	JUNB
2628	JUND
2629	JUP
2630	KALRN
2631	KANSL1
2632	KARS
2633	KAT2A
2634	KAT2B
2635	KAT5
2636	KAT6A
2637	KAT6B
2638	KAT8
2639	KATNA1
2640	KATNAL2
2641	KAZN
2642	KBTBD11
2643	KBTBD12
2644	KBTBD3
2645	KBTBD4
2646	KBTBD6
2647	KBTBD7
2648	KBTBD8
2649	KCMF1
2650	KCNA10
2651	KCNA5
2652	KCNC4
2653	KCND1
2654	KCND3
2655	KCNG3
2656	KCNG4
2657	KCNH2
2658	KCNH4
2659	KCNH6
2660	KCNH7
2661	KCNIP2
2662	KCNJ13
2663	KCNJ3
2664	KCNJ5
2665	KCNJ9
2666	KCNK1
2667	KCNMA1
2668	KCNQ4
2669	KCNQ5
2670	KCNRG
2671	KCNS1
2672	KCNT2
2673	KCNV1
2674	KCTD11
2675	KCTD12
2676	KCTD13
2677	KCTD2
2678	KCTD20
2679	KCTD3
2680	KDELC1
2681	KDELR2
2682	KDELR3
2683	KDF1
2684	KDM1A
2685	KDM2A
2686	KDM2B
2687	KDM3A
2688	KDM3B
2689	KDM4B
2690	KDM5B
2691	KDM5D
2692	KDM6B
2693	KDR
2694	KEAP1
2695	KERA
2696	KHDRBS1
2697	KHDRBS2
2698	KHDRBS3
2699	KHK
2700	KHSRP
2701	KIAA0355
2702	KIAA0408
2703	KIAA0895
2704	KIAA1217
2705	KIAA1522
2706	KIAA1524
2707	KIAA2026
2708	KIDINS220
2709	KIF11
2710	KIF13A
2711	KIF14
2712	KIF15
2713	KIF18A
2714	KIF18B
2715	KIF1A
2716	KIF1B
2717	KIF1BP
2718	KIF1C
2719	KIF20A
2720	KIF20B
2721	KIF23
2722	KIF2A
2723	KIF2C
2724	KIF4A
2725	KIF5A
2726	KIF5C
2727	KIFC1
2728	KIN
2729	KIR2DL1
2730	KIR2DL3
2731	KIR2DL4
2732	KIRREL
2733	KIT
2734	KLB
2735	KLC3
2736	KLF1
2737	KLF3
2738	KLF4
2739	KLF5
2740	KLF7
2741	KLHDC1
2742	KLHDC2
2743	KLHL1
2744	KLHL12
2745	KLHL18
2746	KLHL23
2747	KLHL25
2748	KLHL28
2749	KLHL3
2750	KLHL33
2751	KLHL36
2752	KLHL38
2753	KLHL8
2754	KLHL9
2755	KLK10
2756	KLK11
2757	KLK15
2758	KLK2
2759	KLK5
2760	KLK6
2761	KLK7
2762	KLK8
2763	KLK9
2764	KLRC1
2765	KLRD1
2766	KMT2A
2767	KMT2C
2768	KMT2D
2769	KMT2E
2770	KMT5A
2771	KMT5B
2772	KMT5C
2773	KNL1
2774	KNSTRN
2775	KNTC1
2776	KPNA2
2777	KPNA5
2778	KPNA7
2779	KPRP
2780	KPTN
2781	KRAS
2782	KRI1
2783	KRIT1
2784	KRT1
2785	KRT15
2786	KRT16
2787	KRT19
2788	KRT27
2789	KRT32
2790	KRT6B
2791	KRT7
2792	KRT72
2793	KRT76
2794	KRT8
2795	KRT80
2796	KRT88P
2797	KRT89P
2798	KRTAP19-7
2799	KSR1
2800	KYAT1
2801	L2HGDH
2802	L3HYPDH
2803	L3MBTL2
2804	L3MBTL4
2805	LACC1
2806	LAD1
2807	LAIR1
2808	LALBA
2809	LAMA2
2810	LAMA4
2811	LAMA5
2812	LAMB1
2813	LAMB2
2814	LAMB3
2815	LAMB4
2816	LAMC1
2817	LAMC2
2818	LAMC3
2819	LAMP1
2820	LAMP2
2821	LAMP5
2822	LAMTOR3
2823	LAMTOR4
2824	LAMTOR5
2825	LANCL1
2826	LAPTM4A
2827	LAPTM4B
2828	LAPTM5
2829	LARP1
2830	LARP4B
2831	LARP6
2832	LARP7
2833	LAS1L
2834	LASP1
2835	LAT2
2836	LATS1
2837	LATS2
2838	LBHD1
2839	LBR
2840	LCE1E
2841	LCE5A
2842	LCMT1
2843	LCN2
2844	LCORL
2845	LCP1
2846	LCP2
2847	LDB1
2848	LDHA
2849	LDHBP2
2850	LDLRAD4
2851	LDLRAP1
2852	LDOC1
2853	LEAP2
2854	LECT2
2855	LEMD3
2856	LENEP
2857	LENG1
2858	LENG8
2859	LEO1
2860	LEP
2861	LEPROT
2862	LEPROTL1
2863	LEXM
2864	LGALS1
2865	LGALS3
2866	LGALS3BP
2867	LGALS7
2868	LGALSL
2869	LHFP
2870	LHFPL2
2871	LHFPL5
2872	LHX2
2873	LIF
2874	LIG1
2875	LIG3
2876	LIG4
2877	LILRA1
2878	LILRB1
2879	LILRB3
2880	LIMA1
2881	LIMD2
2882	LIME1
2883	LIN37
2884	LIN52
2885	LIN7A
2886	LIN7C
2887	LIN9
2888	LINC00029
2889	LINC00200
2890	LINC00452
2891	LINC00909
2892	LINC01003
2893	LINC01547
2894	LINC01623
2895	LINC01743
2896	LINC02145
2897	LINC02288
2898	LINC02486
2899	LIPA
2900	LIPE
2901	LIPG
2902	LIPH
2903	LIPT1
2904	LLGL2
2905	LLPH
2906	LMAN1
2907	LMAN1L
2908	LMBRD1
2909	LMNA
2910	LMNB1
2911	LMNB2
2912	LMNTD1
2913	LMO3
2914	LMOD1
2915	LMTK2
2916	LNPEP
2917	LONRF3
2918	LOX
2919	LOXL2
2920	LPAL2
2921	LPAR1
2922	LPAR4
2923	LPCAT4
2924	LPP
2925	LRCH4
2926	LRFN5
2927	LRIG2
2928	LRP10
2929	LRP12
2930	LRP1B
2931	LRRC1
2932	LRRC10
2933	LRRC32
2934	LRRC37A3
2935	LRRC39
2936	LRRC40
2937	LRRC57
2938	LRRC59
2939	LRRC8E
2940	LRRN1
2941	LRRN4CL
2942	LRRTM2
2943	LRRTM4
2944	LRTM1
2945	LSG1
2946	LSM11
2947	LSM12
2948	LSM14A
2949	LSM2
2950	LSM3
2951	LSM6
2952	LSM7
2953	LSP1
2954	LSR
2955	LSS
2956	LTA
2957	LTB4R
2958	LTBP2
2959	LTBP3
2960	LTBR
2961	LTK
2962	LUC7L
2963	LUC7L2
2964	LUC7L3
2965	LY6G5B
2966	LY6G6C
2967	LY6G6D
2968	LY6K
2969	LY86
2970	LY9
2971	LY96
2972	LYAR
2973	LYPD2
2974	LYPD5
2975	LYRM2
2976	LYRM7
2977	LYST
2978	LYZL4
2979	LZTR1
2980	LZTS2
2981	M6PR
2982	MACC1
2983	MACROD2
2984	MAD2L1
2985	MAD2L2
2986	MADD
2987	MAEA
2988	MAF1
2989	MAFK
2990	MAG
2991	MAGEC3
2992	MAGED4
2993	MAGEH1
2994	MAGEL2
2995	MAGI3
2996	MAGOH
2997	MAK16
2998	MAL2
2999	MAML1
3000	MAN2B1
3001	MAN2C1
3002	MANBAL
3003	MANEA
3004	MAP1LC3A
3005	MAP1LC3B
3006	MAP1S
3007	MAP2
3008	MAP2K1
3009	MAP2K3
3010	MAP2K4
3011	MAP2K5
3012	MAP2K7
3013	MAP3K1
3014	MAP3K10
3015	MAP3K11
3016	MAP3K19
3017	MAP3K20
3018	MAP3K3
3019	MAP3K5
3020	MAP3K7
3021	MAP3K9
3022	MAP4
3023	MAP4K1
3024	MAP4K3
3025	MAP4K5
3026	MAP7
3027	MAPK1
3028	MAPK10
3029	MAPK11
3030	MAPK12
3031	MAPK13
3032	MAPK14
3033	MAPK3
3034	MAPK4
3035	MAPK7
3036	MAPK8
3037	MAPK8IP3
3038	MAPK9
3039	MAPKAP1
3040	MAPKAPK2
3041	MAPKAPK3
3042	MAPKAPK5
3043	MAPKAPK5-AS1
3044	MAPRE1
3045	MAPT
3046	MAR-02
3047	MAR-05
3048	MAR-06
3049	MAR-07
3050	MARK1
3051	MARK2
3052	MARK3
3053	MARK4
3054	MARS2
3055	MARVELD2
3056	MARVELD3
3057	MAST3
3058	MAST4
3059	MASTL
3060	MAT2A
3061	MATN2
3062	MATR3
3063	MAX
3064	MAZ
3065	MBD1
3066	MBD3
3067	MBD4
3068	MBIP
3069	MBL1P
3070	MBNL1
3071	MBOAT7
3072	MBTD1
3073	MBTPS1
3074	MBTPS2
3075	MC3R
3076	MCCD1
3077	MCL1
3078	MCM10
3079	MCM2
3080	MCM3
3081	MCM4
3082	MCM5
3083	MCM6
3084	MCM7
3085	MCM8
3086	MCPH1
3087	MCRS1
3088	MCTP1
3089	MCUR1
3090	MDC1
3091	MDH1
3092	MDH2
3093	MDM2
3094	MDM4
3095	MDN1
3096	ME1
3097	ME2
3098	MEAF6
3099	MED1
3100	MED12
3101	MED13
3102	MED13L
3103	MED15
3104	MED16
3105	MED17
3106	MED18
3107	MED21
3108	MED23
3109	MED24
3110	MED26
3111	MED28
3112	MED30
3113	MED4
3114	MED6
3115	MED7
3116	MELK
3117	MEMO1
3118	MEOX2
3119	MEPE
3120	MESDC1
3121	MESP2
3122	METAP1
3123	METAP2
3124	METRN
3125	METRNL
3126	METTL14
3127	METTL3
3128	METTL6
3129	MFF
3130	MFN1
3131	MFNG
3132	MFSD12
3133	MFSD3
3134	MFSD5
3135	MFSD6
3136	MGAT2
3137	MGAT4B
3138	MGMT
3139	MGRN1
3140	MGST2
3141	MIA
3142	MIB1
3143	MICA
3144	MICAL1
3145	MICAL3
3146	MICALL1
3147	MICB
3148	MIEF1
3149	MIER1
3150	MIER2
3151	MINDY1
3152	MINK1
3153	MINPP1
3154	MIOS
3155	MIR1-1HG
3156	MIR17HG
3157	MIR7-3HG
3158	MIS18A
3159	MIS18BP1
3160	MISP
3161	MKI67
3162	MKKS
3163	MKLN1
3164	MKRN2
3165	MLF2
3166	MLH1
3167	MLH3
3168	MLKL
3169	MLLT1
3170	MLLT10
3171	MLLT6
3172	MLST8
3173	MMADHC
3174	MMEL1
3175	MMP14
3176	MMP2
3177	MMP28
3178	MMS19
3179	MN1
3180	MNAT1
3181	MND1
3182	MNDA
3183	MNT
3184	MOAP1
3185	MOB3A
3186	MOCS2
3187	MOCS3
3188	MOGAT2
3189	MOK
3190	MON1B
3191	MORC2
3192	MORC3
3193	MORF4L1
3194	MORF4L2
3195	MORN5
3196	MOS
3197	MOSPD3
3198	MPDZ
3199	MPG
3200	MPHOSPH10
3201	MPHOSPH6
3202	MPHOSPH8
3203	MPHOSPH9
3204	MPIG6B
3205	MPL
3206	MPO
3207	MPP7
3208	MPZL1
3209	MPZL2
3210	MRAP2
3211	MRC1
3212	MRC2
3213	MRE11
3214	MRFAP1
3215	MRFAP1L1
3216	MRGPRG-AS1
3217	MRGPRX4
3218	MRM1
3219	MRNIP
3220	MROH5
3221	MRPL12
3222	MRPL13
3223	MRPL15
3224	MRPL18
3225	MRPL19
3226	MRPL2
3227	MRPL20
3228	MRPL21
3229	MRPL23
3230	MRPL27
3231	MRPL3
3232	MRPL30
3233	MRPL32
3234	MRPL34
3235	MRPL37
3236	MRPL38
3237	MRPL39
3238	MRPL4
3239	MRPL40
3240	MRPL42
3241	MRPL45
3242	MRPL46
3243	MRPL47
3244	MRPL49
3245	MRPL54
3246	MRPL58
3247	MRPL9
3248	MRPS10
3249	MRPS12
3250	MRPS15
3251	MRPS16
3252	MRPS17
3253	MRPS18C
3254	MRPS2
3255	MRPS22
3256	MRPS25
3257	MRPS26
3258	MRPS28
3259	MRPS30
3260	MRPS31
3261	MRPS33
3262	MRPS34
3263	MRPS36
3264	MRPS36P4
